id,title,rating,review_text,location,hotel
46,Leelo no tiene desperdicio,1,"En booking vienen habitaciones con hidromasaje muy cuidado etc.. Lo primero que tengo que decir es que reservamos para una boda y mi mujer antes de ir al hotel se lesionó gravemente la encargada del hotel no nos devolvió el dinero pese a que aportamos informe medico completo de hecho estuvo de baja 3 meses , bien pues cuando llegamos al hotel nos encontramos un decorado de los 80 limpio pero viejo , al segundo día no nos habían hecho la habitación y como eran las 10 de la noche nos quedamos sin la habitación limpia y la cama hecha , al siguiente día hicieron la habitación a las 15:00 no pusieron gel solo champú y al cuarto día seguíamos sin gel y ya nos fuimos. Las habitaciones estaban con daños viejas y en el baño a los grifos les faltaban piezas y tenian enchufes sin…",Seville_Province_of_Seville_Andalucia,Hospedium_Hotel_Apartmentos_Simon_Verde
47,Hotel muy ruidoso,2,"Siento hacer una crítica así pero he estado en muchos hoteles y teniendo una atención del personal y una habitación correcta el ruido de la avenida con la circulación de los vehículos es insufrible. Desde las 04:30h despierto, parecían que la ventana estuviera abierta aunque no era así. Mi habitación 308 tiene un gran problema de insonorización (no sé si ocurre con todas las habitaciones que dan a la avenida principal) pero deberían verificarlo. Lógicamente si tu habitación da al otro lado es una buena opción. El desayuno justo poca variedad.",Cordoba_Province_of_Cordoba_Andalucia,AC_Hotel_Cordoba
48,Claustrofobia ,2,"Apartamentos pequeños, sin ventilación ni luz natural. Olían los baños. Inseguro. Cocina sin campaña para cocinar. El pasillo es una mezcla de olores entre las cocinas de los apartamentos y la cocina de ellos del bar. Las camas sofás y demás de los años 80, se puede rodar aquí parte de la serie “Cuéntame”  Habitación con olor a humedad, el aire acondicionado que tiene enfría la Estancia principal y el dormitorio pues tiene un ventilador de techo que mueve el aire que entra fresco de la estancia principal. No hay armarios en condiciones ni nada donde colocar lo que traes. Atención del personal correcta. Bar, correcto, Limpieza correcto. Lo que le da valor a este lugar es que sales y caes en la playa...  Eso se merece un 10. Pero aún así lo Veo caro. Aparcamiento complicado en las…",Punta_Umbria_Province_of_Huelva_Andalucia,Apartamentos_Calypso
49,Horrible habitación llena de humedad,1,"Nada más entrar en la habitación el olor a Humedad echa para atrás, la ducha de el baño era enana y tenia tan solo una cortinilla de tela, al ducharte se llenaba todo de agua, que llegaba hasta los pies de la cama, y el olor a humedad aun era peor......duramos una noche y nos marchamos al DOMUS, que está la lado y ya conocíamos, que esta muy bien......hay que decir que en el servicio de recepción de las acacias brilla por su ausencia y que no pudimos contacta con ellos para quejarnos hasta dos días después de habernos ido.....eso sí, tras la queja nos devolvieron el dinero.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Las_Acacias_Hostal
50,Recepcionista desagradable ,2,"Acudí con mi marido, al llegar a la habitación vimos que eran dos camas, educadamente bajamos a la recepción para preguntar si había alguna cama de matrimonio, pero rápidamente nos respondió que no (de manera muy seca)... “que juntemos la camitas y es lo mismo...” es la misma respuesta que les daría a una pareja heterosexual? Gracias a ese recepcionista no volveremos a pisar ningún hotel de vuestra cadena... cansado",Seville_Province_of_Seville_Andalucia,Ayre_Hotel_Sevilla
51,Pésimo,1,"Lamentable y asqueroso su situación tienta , pero más PATETICO Y LAMENTABLE NO HAY, hasta el punto de una vez pagada la habitación que te obligan, nada más verla decidimos dormir en el coche, y NO NOS DEVOLVIERON EL DINERO, es muy asqueroso y la directora una maleducada, ni se os ocurra caer aquí!!!",Cordoba_Province_of_Cordoba_Andalucia,Hospederia_Lucano
52,El hotel con mas ruido del mundo.,1,"Son las 7 de la mañana de un domingo y esto parece una feria, si quereis descansar id a otro. La ducha con un año menos que la humedad, pendiente de que pulsador de pared pulsas para no cortar la corriente en la habitacion. Y asi para no parar.",Seville_Province_of_Seville_Andalucia,Hospedium_Hotel_Apartmentos_Simon_Verde
53,Trato telefónico pésimo ,1,"Estuvimos alojados hace unos meses y queríamos repetir. Llamé al teléfono para preguntar una duda que no me quedaba clara al mirar la web y la misma chica que respondió la primera vez me dijo lo mismo. Que estaba cerrado en ese momento y que estaba todo muy claro a través de la web... prácticamente sin dejarme hablar. La primera vez no lo tuve en cuenta (todos tenemos un mal día) pero cuando ya pasa una segunda vez me hace plantearme la reserva. Los apartamentos son de 4 personas y como vamos 5 solo quería saber a existía la posibilidad de cama supletoria... me dijo directamente que si la web no da opción a 5 es que no se puede y debo coger dos apartamentos.  En resumen, fantásticos apartamentos que acaban de perder clientes asiduos por un trato personal que deja mucho que…",Granada_Province_of_Granada_Andalucia,Apartamentos_Montesclaros
54,anticuado. no merecedor de 4 estrellas,2,"Hotel necesita reformas, Comedor  minúsculo no acorde a hotel de cuatro estrellas y su menú pobre y desayuno muy básico, En una de las cenas sirvieron una tortilla de patatas,las cuales nos dijeron eran cocidas y puestas al horno para hacer la tortilla,",Granada_Province_of_Granada_Andalucia,Hotel_M_A_Princesa_Ana
55,Ubicación Perfecta,1,"La ubicación es perfecta, las fotos que aparecen en la web te confunden. Las habitaciones son super antiguas, pero el bar de la piscina, entrada de hotel son modernos. No es lo que ves en las fotos. El personal es excelente, aunque el bar estaba cerrado y el minibar de la habitación estaba vacía. Sinceramente no volvere a repeteir no tenia la sensación de estar de vacaciones, parecía la casa de mi abuela todo a lo antiguo con cabeceros de madera etc etc.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Las_Vegas
56,DE PENA!!!,1,"Alojamientos en muy mal estado, la habitacion en unas condiciones pesimas, piden un ""alquiler"" de toallas (1,50€/toalla) nos dijeron que la habitacion tenia TV y no tenia, Aire acondicionado/Calefacción el cual estaba roto, todo muy sucio (Sábanas, almohadas, wc, ducha...) esperabamos una higiene minima la cual no tenia ya que una empleada nos confesó que solo se limpiaba una vez por semana, pedimos el reembolso de la habitacion y nos lo negaron. Acabé poniendo una reclamación y durmiendo fuera de esa pocilga eso si, perdiendo el dienro.",Cordoba_Province_of_Cordoba_Andalucia,Hostal_Funky_By_Arc_House
57,Nos dejan tirados por segunda vez,2,"Es la segunda vez que nos alojamos y la segunda vez que me dejan sin la habitación adaptada para mi hijo que va, en silla de ruedas.  A la llegada al hotel tuvimos la mala suerte que había llegado el Real Madrid para su partido con el Granada.  Nos dejaron en la calle esperando a que estos se alojaran pienso yo soy tan cliente como ellos con menos dinero pero soy igual pienso, dejándonos en la calle como perros llevando a mi hit con un 99% de discapacidad.  En recepción el chico bien pero una chica que había parecía responsable o Jefa un 0 como persona y todo.  Seguimos con la habitación amplia si pero el acceso a baño y wc nulo tendré que hacer malabarismo para poner a mi hijo el wc y en la ducha.  Pero bueno 2 veces y ni una más y eso no se lo recomendaré para nuestros clientes",Granada_Province_of_Granada_Andalucia,Abades_Nevada_Palace
58,Hotel para pasar una noche,2,"Nosotras nos quedamos varios días, falta de armario para colgar la ropa y mesita para apoyar los móviles que los teníamos que dejar en el suelo. El wc estaba atascado y la ducha perdía agua por todos los lados, tuvimos que utilizar una toalla para secar el suelo y las toallas que proporcionan son más bien escasas, igual de escaso que el gel y el papel higiénico. Es económico pero válido para pasar una noche, varios días escasea tanto de espacio como de elementos básicos",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,EasyHotel_Malaga_City_Centre
59,Lastima.... ,2,"Este fin de semana 23 de junio mi pareja se examinaba de oposiciones en Málaga, por lo que elegimos este hotel por su proximidad a la universidad (apenas 10min en coche). Cuando llegamos nuestra impresión fue bastante buena, habitaciones limpias, buena señal wifi y una pequeña piscina para relajarse, hasta ahí todo bien, pero llego la tarde/noche y a mi mujer no le apetecía salir a comer fuera, bueno pues pedimos algo en el hotel y listo... Pues no, resulta que a pesar de que en la carta de comida que hay en la habitación pone claramente que se sirven comida (sándwich, hamburguesas... Etc) de 20:00 a 22:00, resulta que no, que ese servicio es sólo de lunes a jueves, y digo yo que teniendo el hotel lleno de opositores pues este servicio no habria estado de más... Pero bueno, lo…",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Posadas_De_Espana_Malaga
60,Mantenimiento descuidado.,2,"Hotel aparentemente nuevo.La primera noche que pasamos fue horrible,el somier estaba completamente hecho polvo sonando cada vez que movías incluso las pestañas,no conseguimos descansar nada de nada.Si bien es cierto que nos cambiaron de habitación sin ningún tipo de problema y en esta que nos dieron la alcachofa de la ducha no se mantenía,teniéndola que sujetar con la mano para ducharnos.La comunicación que tiene para ir al centro en autobús es muy buena . Una lástima,por que aparentemente parece un hotel agradable y acogedor,pero el mantenimiento de las habitaciones dejan un poquito que desear.Mala experiencia.",Granada_Province_of_Granada_Andalucia,B_B_Hotel_Granada
61,Nada recomendable. ,1,"En el ascensor un calor para morirte, mejor no quedarse encerrado en pleno agosto. Buffet de desayuno muy pobre. Para la piscina hay que coger hora y tan sólo tienes 2h al día. Instalaciones y habitaciones bastante malas contando que es un hotel se supone de 4 estrellas. Lo único bueno, el aire acondicionado de la habitación funcionaba bien...ya que después de montarnos en el ascensor com esa calor temiamos lo peor. ",Granada_Province_of_Granada_Andalucia,Abades_Nevada_Palace
62,Nefato!,1,"Pedimos un arroz negro y una ensalada, el arroz negro, el peor arroz que he comido en toda mi vida, era todo tinta negra.. no se veía ni el marisco.  Empezo a llover y las mesas se inundaban de agua, los platos aguados, las sillas empapadas.. tenían goteras por todos los lados.  Respecto a los camareros eran muy amables, pero estuvimos una hora y media pidiendo la cuenta a todos los trabajadores que pasaban y nadie venía con la cuenta. Cuando por fin nos la trae el jefe, nos cobra mal.  El que yo creo que era el jefe, era bastante mal educado, y se tomaba todo con demasiada calma.  Nos han cobrado 50€ por eso que hemos ""comido""... demasiado caro, lo único positivo son las vistas, que es por lo que pagas.. lo demás lamentable! No volvería jamas!",Cabo_de_Gata_Almeria_Province_of_Almeria_Andalucia,Hotel_Las_Salinas
63,Nunca más,1,"Simplemente Malo. Sucio, feo, descuidado, todo roto y mal cuidado. No hay parking aunque lo publicitan en su página web. Casi todo está mal, no funciona nada, está mal comunicado, es un barrio peligroso y solitario. Hay moho en el baño.  Muy lejos del centro. No pienso volver nunca.",Seville_Province_of_Seville_Andalucia,Apartamentos_Luxsevilla_Palacio
64,Alojamiento del terror,1,"A pesar del buen trato y la buena ubicación, hemos vivido una noche de terror en este alojamiento. Las condiciones del apartamento eran nefastas, con humedades por todos lados y desperfectos a más no poder (lamparas descolgadas, paredes sucias y agrietadas, etc.). El alojamiento estaba bien equipado, tenía aire acondicionado en todas las habitaciones, aunque encenderlo no es una de las mejores ideas, pues cada vez que lo encendíamos salía un olor a tabaco insoportable. Pero todo esto no es más que el comienzo, el verdadero horror empieza a continuación. El suelo del apartamento estaba lleno de pelos que no eran nuestros (pues acabábamos de entrar), los pelos llegaban hasta el cuarto de baño. Polvo por todos lados. Camas con sábanas llenas de pelos, suciedad y manchas. Almohadas…",Seville_Province_of_Seville_Andalucia,Sevilla_Dream_Hostel
65,Como emergencia me valió.,2,"Tuve un agotador viaje de trabajo por Andalucía, llegué a Málaga muy tarde y sin hotel reservado, por un descuadre de agenda, y me sirvió para dormir un rato antes de que saliera el AVE. Lo mejor, la ubicación y el precio. No me dio impresión de demasiada limpieza. Dormí cuatro horas, me pegué una ducha, y hasta nunca. Creo que costó 45 euros.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hostal_La_Hispanidad
66,Una noche y no repetiría.,1,"No me gustó nada la experiencia. Ya que fue una sola noche y me encuentro con que no funciona el wifi, ni la televisión, el jacutzzi se paraba y para colmo salían petalos por los chorros.... supongo que sería de la gente que fue anteriormente.  Llamé a recepción para preguntarles sobre el wifi que no me funcionaba, ni la tele...y se supone que reiniciaron el sistema pero nada.  No volvería a repetir.",Granada_Province_of_Granada_Andalucia,Casa_Palacio_Pilar_del_Toro_Hotel
67,Bautizo,1,"El sabado 19 de septiembre celebre el bautizo de mi hijo en el AC Malaga Palacios by Marriott, con un almuerzo de gala para 20 personas en el restaurante de la planta 14; la mesa, q estaba compuesta de varias mesas exteriores de 40cmx40cm no tenia ningun tipo de mantel, ni de tela si quiera de papel, de manera que los cubiertos estaban en contacto directo con la mesa.  Creo que es del todo inapropiado para un Hotel de esta Categoria y para una cadena tan prestigiosa como Marriott, no entiendo que hubiera servilletas de tela y sin embargo no hubiera un mantel, ademas pienso que puede ser peligroso y favorecer el contagio de covid-19; me dio mucha verguenza por mis invitados, si me hubieran informado antes de contratar que la mesa no iba a tener mantel, jamas hubiera concertado el…",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,AC_Hotel_Malaga_Palacio
68,Hotel de poco pelo,1,"Hemos estado en el hotel. La mayoría de los clientes eran veinteañeros en pareja y familias completas a las que solo les faltaba la merienda en la piscina, que más que la piscina de un hotel de 4 estrellas parecía una piscina pública.  El césped seco y en algunos sitios parcheado con hierba artificial. El aire acondicionado de la habitación no funcionaba. Se lo iban a decir a un técnico que no se si iría a verlo pero dormimos sin aire en una noche en Sevilla de 22 grados de mínima.  En fin, gran equivocación, para no volver jamás.",Seville_Province_of_Seville_Andalucia,Silken_Al_Andalus_Palace_Hotel
69,Falta absoluta de mantenimiento y denuncia policial.,1,"Tercer piso sin ascensor y ultimo ,40º grados en el apartamento,aire acondicionado estropeado,TV estropeada ,Edredón muy roto,Tirador para la ducha roto. Como no solucionaban el tema del aire y no se podía dormir ,pedimos cambio la 1ª noche,nos cambiaron la 2ª noche. Después de pagar como no nos daban ningún recibo pedimos Hoja de Reclamaciones y la Factura ,no querían darla . Llamamos a la Policía y les denunciamos ,todo esto en El Hostal La FUENTE que esta enfrente y son los que recepciónan  y a quien pagamos. Experiencia muy desagradable, Se negaban a darnos factura,hicimos la reserva por internet,nos decían que reclamásemos la factura al operador de internet. pensamos que son ilegales ya que la factura por petición de la Policía allí presente ,la emitió HOSTAL LA FUENTE. pagamos 78e.por noche.…",Cordoba_Province_of_Cordoba_Andalucia,San_Fernando_62
70,Que horror,1,"Estuvimos solo una noche en esta pensión Y puedo decir que me quede alucinada sólo había 2 camas y nada más pero nada o si 2 trapos colgados en la pared y el baño era compartido, ni tele, ni muebles nada, no he visto nada peor en la vida, no la recomiendo en absoluto además pagamos 70€ por una noche y menos mal que solo fue una noche, pésima",Seville_Province_of_Seville_Andalucia,Pension_Azahar
71,Buena ubicación pésima gestión de recepción y no hay calefacción,2,"El hotel esta situado en el centro en un lugar muy bueno la limpieza era buena todo limpio pero carece de muchas cosas, lo principal la calefacción , nos quejamos desde que llegamos de que no había calefacción nos dijeron que a las 9 se activaba , cuando llegamos a las 1 de la madrugada de cenar esta la habitación que parecía una nevera , bajamos a dar la quejas y me dijeron que con una moneda sacara el aire , al hacerlo empezó a salir agua del radiador y lleno el suelo , me negué a seguir haciendo experimentos y ante la negativa a cambiarme de habitación y viendo que el recepcionista no nos quería dar una solución , le pedí un radiador y muy a su pesar me lo dio , creo que un hotel tiene que tener previsto este tipo de cosas y no dejar toda la noche helados a sus clientes .",Cordoba_Province_of_Cordoba_Andalucia,Hotel_Riviera
72,"Gran personal, proceso de registro horrible",2,"Por lo tanto, es probable que sea mi causa de culpa al leer las reseñas que leí que había un estacionamiento en el hotel justo debajo. Lo que los comentarios no mencionaron es que el estacionamiento y el registro de entrada se encuentran en otro hotel a 10 minutos a pie. Entonces, después de conducir por pequeñas calles, encuentra su hotel sin recepción, pero con una puerta cerrada. Así que lo hizo a través de correos para encontrar la reserva y hacer una llamada internacional costosa para encontrar el otro hotel. Este otro hotel es donde estacionamos nuestro auto (por suerte había un espacio disponible). Luego, debe arrastrar todo su equipaje por las calles irregulares hasta el hotel original. Realmente deberían poner un cartel en la puerta con explicaciones. Lo mejor de todo…",Cordoba_Province_of_Cordoba_Andalucia,Casa_De_Los_Faroles
73,Decepción/engaño,1,"Nos alojamos en la habitación el corner, por la que pagamos 50€/noche más que en las otras habitaciones por tener una terraza con cama Balinesa. Cuando llegamos era totalmente impracticable destrozada, llena de manchas al igual que la mesa y las sillas, el lavabo roto y a la piscina del hotel le faltaban muchos azulejos.  La solución del hotel: han tenido problemas de mantenimiento por el COVID, reconocen que era impracticable pero la han seguido vendiendo. Si sabían que era impracticable que no la hubiesen vendido o que al llegar te den otra habitación y te abonen la diferencia. Es muy fácil achacar todo al COVID pero seguir cobrando lo mismo sabiendo que no está en condiciones.",Granada_Province_of_Granada_Andalucia,Catalonia_Granada
74,No es un Barceló,1,"Bajo el amparo de Barceló , q no lo entiendo elegí este hotel pues siempre era a caballo ganador, bueno pues este hotel nada q ver, por lo visto era el parque de bomberos y así lo parece, empecemos...no tiene en la zonas comunes aire acondicionado con lo cual te cueces y cua.fo llegas a la habitación..sorpresa un Split de aire q por la noche la luz de la temperatura no te deja dormir, seguimos el baño es deprimente, la grifería es del año...no se ponerle año pero muchos la alcachofa de la ducha es para llevarla al museo, armario súper pequeño para dos dicen, será así, mobiliario años 80, pero lo mejor es el desayuno  Zumos de botes y malos yo no supe identificarlos  Embutido de tercera por ponerle etiqueta, jamón seco, el de York ni me atreví ..alitas de pollo q era para verlas…",Granada_Province_of_Granada_Andalucia,Allegro_Granada
75,Buenas vistas!,4,"Esta en pleno centro de málaga, el aparcamiento es algo complicado,pero tienen acordado algo con el ayuntamiento. A nosotros nos toco un apartamento que esta a dos calles, cocina no tenia,solo nevera y microondas pero el apartamento en si estaba bien y daba justo al mercado central y se veía la catedral.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hostal_Larios
76,Graduación muy buena,4,"El sitio estuvo increíble y las visitas eran muy bonitas. El personal fue muy amable en todo momento y la reserva fue muy sencilla. La comida estaba muy bien aunque algún entrante está un poco flojo, por eso no pongo las 5 estrellas. Muy recomendado para este tipo de eventos.",Granada_Province_of_Granada_Andalucia,Ohtels_San_Anton
77,Muy centrico,4,"hemos estado un fin de semana 2 parejas, el Hotel moderno, centrico y bonito, las habitaciones con las camas super comodas, la unica pega es que disponiamos de bañera de hidromasaje y no pudimos hacer uso de ella ya que hubo una averia en la calle (nos dijeron en el hotel) y solo disponiamos de agua caliente en la habitacion.... por lo demás todo perfecto.",Granada_Province_of_Granada_Andalucia,Hotel_Abades_Recogidas
78,Hotel Estupendo ,4,"Muy buen hotel, habitaciones amplias, reformadas y bonitas. Desayuno muy bueno con vistas al estadio olímpico. El hotel alejado del centro pero perfecto si vas a isla mágica. A 200 m del hotel parada de bus por 1,,40 € en 15 min estas en el centro de Sevilla por si no quieres coger el coche. ",Seville_Province_of_Seville_Andalucia,Exe_Isla_Cartuja
79,Estancia aquí - se alegrará de haberlo hecho!,5,"Un EXCELENTE LOFT APARTAMENTO! Todo está muy bien diseñado y bien equipado. La ubicación central nos fácil acceso al frente del río, así como al casco antiguo. Un patio agradable, cocina, y todas las comodidades modernas. Incluso un servicio de lavandería propio. Sin duda, nos volveremos a alojar aquí de nuevo en nuestra próxima visita. Ah, y nuestro anfitrión José y Lisa no podría haber sido más agradable y servicial.",Cordoba_Province_of_Cordoba_Andalucia,Loft_Trigo_13
80,Experiencia Perfecta,5,"En el centro de Granada, situacion inmejorable. Hemos ido andando a todos los sitios. La habitacion genial, mucha privacidad y al tener dos baños no hay problemas de espera. Lo mejor sin duda la atencion al Cliente. No nos ha faltado de nada. Repetiremos cuando volvamos a Granada",Granada_Province_of_Granada_Andalucia,Pension_Castil
81,Bueno,5,"Me ha ido muy bien en los petit palace, este no es la excepción, las personas que trabajan ahí son muy atentos, el único problema para mi es que los cuartos son muy pequeños, pero cuando uno no va a estar mucho en el hotel esta muy bien.",Seville_Province_of_Seville_Andalucia,Petit_Palace_Canalejas_Sevilla
82,Buena ubicacion,4,Lo mejor es la buena ubicación que tiene. El apartamento está bien pero tiene muchas carencias en cuanto a menaje y equipamiento. Está muy limpio y el personal es amable aunque no se si resolutivo. Quizás un poco caro para lo que ofrece.,Cordoba_Province_of_Cordoba_Andalucia,Apartamentos_La_Fuente
83,Ubicación perfecta,4,"Mi esposo y yo nos alojamos aquí por una semana en Navidad. Los chicos que nos cuidaron fueron muy eficientes y amables. El apartamento en sí es extremadamente espacioso pero un poco desalmado. Le vendrían bien algunas fotos en las paredes y algunas luces de mesa y quizás un poco más de muebles. . Como nos quedamos durante una semana, esto lo habría hecho más acogedor. La zona de la cocina era muy buena pero no había copas de vino y no había enchufe en el fregadero de la cocina. Cuando pedimos uno, dijo que tenían uno pero no funcionó. Solo pudimos ver televisión en español ya que el satélite no funcionaba. Creo que fue Tim quien trató de hacerlo funcionar, pero esto no sucedió, sin embargo, como el clima estuvo brillante, esto no importó, pero si el clima hubiera sido malo…",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Santa_Cruz_Apartments
84,"Servicio, personal y ubicación inmejorables",5,"Pasamos por Ilunion Málaga por trabajo y no pudimos disfrutadlo al 100% pero el personal nos atendió como si fuéramos familia, un auténtico placer.  La ubicación estratégica del hotel (Frente al puerto) y junto a la estación de tren hace que esté super bien conectado con toda la ciudad, también puedes descansar si necesitas conectar con el aeropuerto a 15 minutos.  el desayuno increíblemente bueno, repostería casera y muchísima variedad, y las habitaciones muy espaciosas, bien iluminadas y con mucho gusto en general para la decoración.  experiencia 100% Recomendable. Gracias por todo!",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Ilunion_Malaga
85,Muy agradable,4,"Muy tranquilo y sobre todo muy limpio, el personal muy amable y pendiente de tus necesidades en todo momento. Cerquita de la playa y de la calle ancha (lugar de ocio y tiendas) Recomendable 100*100 Por ponerle una pega, el café no me gusto mucho",Punta_Umbria_Province_of_Huelva_Andalucia,Ayamontino
86,Trato amable y profesional,4,"Novotel Sevilla una instalación nueva y moderna con un personal que se esfuerza en la atención de todos sus huéspedes.  Habitaciones cómodas y silenciosas para descansar, rapidez y buen trato en los servicios de restauración.  Recomiendo este hotel, cerca del metro con una buena conectividad, la piscina.... que se agradece especialmente en Agosto, su gym adecuado para no perder la forma, la Xbox de pantalla grande para los peques.... todo con un personal muy agradable y servicial",Seville_Province_of_Seville_Andalucia,Novotel_Sevilla
87,Buena elección en Granada,4,"Nos alojamos 4 noches en el hotel Eurostars Catedral de Granada y estuvimos muy a gusto. La habitación de corte moderno, nos encantó. Según se sale del hotel te topas de frente con la catedral.   Las medidas anticovid las llevan con rigor. La limpieza muy bien y el personal de recepción muy agradable. Muchas gracias.",Granada_Province_of_Granada_Andalucia,Aurea_Catedral
88,Extraordinario,5,"Bien ubicado, perfecto para ver Córdoba a pie. Muy limpio y cuidado, personal amabilísimo y eficacísimo, siempre dispuesto a ayudar. Muy buen desayuno y muy buenas medidas anti covid, les felicito! Volveré sin duda y lo recomiendo a todo el mundo",Cordoba_Province_of_Cordoba_Andalucia,Eurostars_Azahar
89,Descanso y limpieza bastante asequible,5,"Me aloje hace unas semanas aqui, y la verdad es que es de las mejores Pensiones de el centro de malaga.  Muy buenos precios y muy buen trato, la recomiendo al 100%",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Pension_Terminal
90,Ubicación inmejorable,5,"Estuvimos dos noches en un apartamento con terraza y vistas al mar. Literalmente están en la playa. Aunque el apartamento era pequeño, estaba muy limpio y no falta ni un detalle. La terraza es lo mejor. Fuimos con nuestro perro y se portan fenomenal con las mascotas. Fuera de temporada es muy tranquilo. Volveremos!",Punta_Umbria_Province_of_Huelva_Andalucia,Apartamentos_Calypso
91,Una pasada de puente!,5,"Nos ha encantado la casa cueva! Hemos descansado de maravilla y ha merecido totalmente la pena. La hospitalidad de Amalia ha sido exquisita y nos ha hecho sentirnos como en casa,muy atenta a nuestro bienestar y nos hizo una ruta por cordoba y sus alrededores que nos dejó boquiabiertos. Gracias!",Cordoba_Province_of_Cordoba_Andalucia,Alojamientos_Rurales_Cuevas_del_Pino
92,Une très belle étape,5,"Un gite surprenant. Un accueil simple mais très cordial. Des chambres surprenantes par le niveau de confort: lit king size de grande qualité, douche balnéo...etc. Un espace commun pour faire son déjeuner.",Almeria_Province_of_Almeria_Andalucia,Pueblo_Salinas
93,Magnifico,5,"Estupendo Hotel  muy bien situado junto a la catedral. Cómodo, limpio, tranquilo. Cerca de todo el centro de Granada. Resaltar la profesionalidad de Pilar y su amabilidad.  Cuando vuelva a Granada repetiré con toda seguridad.  ",Granada_Province_of_Granada_Andalucia,Eurostars_Gran_Via
94,Hotel con mucho encanto en el centro de Sevilla y con una atencción del personal magnifica,5,"Hotel ideal para disfrutar de la magia de la ciudad de Sevilla, está muy bien situado, es muy tranquilo y el personal de recepción es encantador, sin dudarlo ....volveré. Nos regalaron un libro cortesía del hotel, un bonito detalle.",Seville_Province_of_Seville_Andalucia,Eurostars_Sevilla_Boutique
95,Muy bueno,4,"Buen hotel, tuvimos una buena estancia, el trato es muy bueno, si vas con coche tiene parking para los clientes, la zona de desayuno es perfecta con un buen bufet, es muy recomendable para visitar Sevilla. ",Seville_Province_of_Seville_Andalucia,Hesperia_Sevilla
96,Muy recomendable,4,"Bonito hotel, junto a la catedral de Almeria, en el que hemos pasado 3 noches. La habitación daba a una terraza orientada hacia la plaza y la catedral. Amplia cama súper cómoda, el descanso está asegurado porque además por la noche el silencio es absoluto, y el único sonido es el de las campanas que por la noche no suenan. El hotel está en una zona muy tranquila, muy cerca de la Alcazaba y también de la zona comercial y bulliciosa de Almería centro. Si vuelvo a Almería, repetiré sin dudarlo.",Almeria_Province_of_Almeria_Andalucia,Hotel_Catedral_Almeria
97,De vuelta a Sevilla después del confinamiento,5,"El hotel es una maravilla, las habitaciones y el baño son bastantes grandes y el personal muy amable y simpático. Si tengo algo que valorar de forma más baja es que el parking es compartido, mitad de hotel y mitad público y aparcar en la zona es un pelín complicado, hay un parking de un centro comercial cerca pero es un pelín caro las 24h.",Seville_Province_of_Seville_Andalucia,Ribera_de_Triana_Hotel
98,increible,5,"Es la segunda vez que nos alojamos en este hotel, y sin duda no será la última, esta ubicado en una zona increible, superlimpio, cuidado al mínimo detalle. Dispone de una cocina con todo lo necesario por lo que si vas con niños te facilita mucho la estancia. Las vistas inmejorables. Las habitaciones comodísimas. Recomendable 100x100.",Granada_Province_of_Granada_Andalucia,Casa_Miravalle_Apartamentos_Darro
99,Excelente ,5,Recomiendo  cien por ciento estos apartamentos. Estan nuevos. Sin muy cómodos e iluminados.  Muy bien dotados. La ubicación excelente. Tienen aire acondicionado.  Buena cama. Excelente aseo. Lo recomiendo sin dudas ,Granada_Province_of_Granada_Andalucia,Casa_Miravalle_Apartamentos_Darro
100,Habitación reformada excelente,5,"Me alojé un par de días por trabajo y quedé encantada , me dieron una habitación premium recién reformada con plato de ducha que me gustó mucho , aunque me costó 10€ más de suplemento mereció la pena.",Seville_Province_of_Seville_Andalucia,Catalonia_Hispalis_Hotel
101,FELICITACIONES,5,Mi primera visita. Un entorno único ... unas instalaciones señoriales y una comida espectacular. Mis mas sinceras felicitaciones.   El servicio lleno de profesionalidad. El solomillo de Ternera inmejorable.,Malaga_Costa_del_Sol_Province_of_Malaga,Hotel_Soho_Boutique_Castillo_de_Santa_Catalina
102,Muy bien,4,"Nos alojamos por una boda. El hotel es muy normal, las habitaciones están muy bien. Relación calidad precio estupenda, buena ubicación. Justo al lado un centro comercial con un Alcampo. La tv con canal + (ahora Movistar), volvería a repetir si tuviera alguna ocasión similar. ",Almeria_Province_of_Almeria_Andalucia,Sercotel_Gran_Fama
103,Buena ubicación,4,"Muy cercano a la estación de tren María Zambrano y de la Estación de Autobuses, este hotel se encuentra bien situado y la relación calidad precio es muy buena. Es cierto que necesita una remodelación, sobre todo el mobiliario (está anticuado). Las habitaciones son muy amplias, y el baño es muy grande (cuenta con bastantes accesorios). El personal es muy amable y atento. Dispones de prensa y además en las habitaciones tienes Canal+ incluido, por lo que la oferta televisiva es amplia.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Alameda_Malaga
