id,title,rating,review_text,location,hotel,label
321,Terrorífico,1,"Terrible, da miedo. Insalubre, no reúne las condiciones para estar abierto al público. Cucarachas enormes en el baño. Nos quejamos y nos cambiaron a una habitación de 3(éramos 4). Hemos pasado la noche hacinados y sin dormir. Terrible experiencia ",Seville_Province_of_Seville_Andalucia,Bed_Breakfast_Naranjo,0
322,NO RECOMENDABLE,1,"Hemos venido un par de veces a la piscina. Un día nos cobran 12€ por persona y otro día 18€ por persona más 8€ por dos hamacas y sombra. Las hamacas están para tirarlas, te clavas todo el plástico y te hundes al sentarte. No se puede comer en la piscina, solo comida de restaurante pero los socorristas si comen dentro del recinto de la piscina. La piscina resbala mucho llegando a ser peligrosa y es agua esta un poco sucia. La distancia entre las hamacas de los clientes es escasa. El trato de los trabajadores con los clientes es pésimo y prepotente",Cordoba_Province_of_Cordoba_Andalucia,Ayre_Hotel_Cordoba,0
323,Mi opinión personal: FALTA DE HUMANIDAD POR SU PARTE,1,"AGOSTO 2016 FERIA MALAGA: NO RECOMIENDO PARA NADA ESTE HOTEL. Reservamos para la feria de Málaga, y por una URGENCIA (fallecimiento del padre de mi amigo acompañante), tuvimos que abandonar el hotel, sólo estuvimos UN día. Explicamos la situación y no nos reembolsaron el dinero de los demás días,ni nos dieron opción de coger otras fechas. En plena feria de Málaga esta gente reservó en cuanto nos fuimos. FALTA DE HUMANIDAD POR SU PARTE, que les aproveche el dinero. Nosotros por nuestra parte preferimos tratar con otro tipo personas.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Los_Naranjos,0
324,Un desastre,1,"Llegamos a las 13:40 horas cargados después de 1 hora para aparcar ya que alli es imposible, nos echa a la calle porque hay que esperar hasta las 14:30 y encima nos ve que llevamos a nuestro hijo de 15 meses y dice que quiere cobrar un suplemento por el gasto que ocasiona el bebe, todo esto con mal humor y mala educación, asi que la decisión fue volver al coche y para casa se puede meter la pensión en el....buenas tardes",Jaen_Province_of_Jaen_Andalucia,Martin_Hostal,0
325,Bien,2,"Solo nos ofrecieron una habitación que daba al bar, el chico de recepción muy amable nos avisó pero como no teníamos otro sitio la cogimos. El sitio bonito, buena ubicación y la habitación decente pero con mucho ruido por la mañana (supongo que solamente esa al dar al bar). Los chicos de recepción geniales pero otros miembros del personal del hotel fueron muy desagradables. Yo personalmente no volvería.",Cordoba_Province_of_Cordoba_Andalucia,Hotel_Gonzalez,0
326,Estancia fin de semana,1,"El hotel está muy dejado, mal servicio, las habitaciones huelen mal, no lo aconsejo para nada este hotel, un desastre. La cafetería está sucia. El personal de la cafetería es de una calidad profesional pésima, atienden de manera estúpida, no escuchan y parece que les haces un favor. Este servicio a nivel general no me parece correspondiente a un hotel de 3 estrellas con su correspondiente precio, más bien sería de hostal.",Torre_del_Campo_Province_of_Jaen_Andalucia,Hotel_Torrezaf,0
327,Menos mal que solo fue una noche,2,"La verdad que no se si fue mala suerte o siempre es así, llegamos a las 2 y la habitación no estaba lista por lo que nos dieron una en la planta baja donde descansar, en la siesta fue imposible, aunque lo peor fue al juntar las dos camas (pues no nos dieron una de matrimonio como habíamos pedido en la reserva) que  nos encontramos una cucaracha. El baño de arriba no estaba del todo mal pero el de abajo si que estaba un poco sucio. En la mantequilla en el desayuno había un pelo así que no fue muy agradable. Lo único bueno que tiene es la ubicación y el servicio de las chicas tampoco está mal pero no volvería a repetir aquí.",Seville_Province_of_Seville_Andalucia,Pension_Nuevo_Suizo,0
328,HOTEL CON DOS CARAS,1,"Cuando ves las fotos en la página y el precio, te dan ganas de darle a reservar.....q mono y barato!!!error!!! No tienen nada que ver las fotos con la realidad, de hecho pedimos que nos cambiaran y nos dijeron que nuestra habitación era la “reformada”......no digo mas..el ruido, es otra historia! Hasta caer las pestañas se oían! El personal muy amable y con ganas de ayudar, pero donde no hay no se puede rascar!! ",Granada_Province_of_Granada_Andalucia,Hotel_Don_Juan,0
329,Sin ninguna oportunidad,1,"Bar nefasto, tardan muchísimo  en traer la comida, cuando pides para comprartir, el camarero te dice que le pidas todo del tirón por que no puede pedirlo por entrantes y principales, nuestra sorpresa es cuando llega el secreto y la carne desprende un olor fuerte, como a podrido, nos dirigimos al dueño y nos dice que la carne es de matanza y que por eso huele fuerte. Después de leer muchos comentario decidimos  darle una oportunidad, espero que sirva de ayuda para los próximos  comensales y no le deis la oportunidad que nosotros le dimos porque no merece la pena.",Cordoba_Province_of_Cordoba_Andalucia,Puerta_de_la_Luna,0
330,Centrico pero regular,2,Nos alojamos un fin de semana (dos noches) y nos pusieron en una planta 6ª. El hotel no es nada del otro mundo. Cama de matrimonio aunque no muy cómoda. Baño reformado y con cabina de ducha que en proporción era lo mas grande de la habitación. Aire acondicionado y paredes de papel. Calidad-precio mala porque pagamos 60 euros por noche en un hotel que a mi parecer no lo vale. El recepcionista si era muy majo.,Granada_Province_of_Granada_Andalucia,Hostal_Sonia,0
331,Mala experiencia,1,"Pensión La Giraldilla, que mala experiencia, consiguieron que un fin de semana en la encantadora ciudad de Sevilla en fin de año nos dejara un sabor de lo más amargo.  Para empezar, cuando llegamos no había nadie en recepción (como ya el resto de nuestros días alojados), pagamos la estancia en efectivo y resulta que no tenian cambio y no nos devolvieron la diferencia y seguimos esperando que nos lo devuelvan (pagar con tarjeta es un 4% más caro). La habitación propia de una pensión pero en unas condiciones horribles, sucia y con mucho polvo, muy decuidado el aspecto. Para ducharse, se inundaba el baño cada vez y hasta el día siguiente no se limpiaba, la luz del baño dentro de la misma ducha (un riesgo que no es necesario correr).  Pero el final amargo llegó en nuestro día de…",Seville_Province_of_Seville_Andalucia,Pension_La_Giraldilla,0
332,Horrible,1,"Llegar al hotel donde se recogen las llaves fue una odisea todo cortado por obras y a pesar de llamar antes nadie de recepción nos avisó. Una vez llegamos a los apartamentos todo parecido con las fotos era ficción, reservamos un apartamento de una habitación y la división con el salón era un biombo, el mobiliario antiguo, solo se salvaba el mobiliario de la cocina, porque el estropajo que había estaba sucio, daba saco limpiar algo con él. El baño... por llamarlo de alguna manera, sucio, ducha sin cortinas, se veía moho tuvimos que ducharnos con una toalla en el suelo. Deberían cerrarlos",Cordoba_Province_of_Cordoba_Andalucia,Apartamentos_Patios_de_Alcantara,0
333,"Excelente ubicación, eso es más o menos",2,"Con algunos detalles considerados, podrían haber mejorado nuestra estadía de manera masiva. Las paredes finas como el papel son difíciles de cambiar, pero la información pasiva y agresiva de la puerta se adapta fácilmente. El patio de la entrada era prometedor, pero al entrar en el apartamento mis esperanzas desaparecieron. La habitación se sentía un poco apretada y la puerta del baño no se cerraba por completo. El asiento del inodoro estaba flojo y era necesario acostumbrarse. La ducha era lo suficientemente cómoda. El control remoto de la única cosa que regulaba la temperatura no era tan autoexplicativo como podría parecer. Solo el último día encontré las instrucciones para ellos y pude obtener un poco de calidez de la cosa. Estoy seguro de que no necesitas la calefacción en…",Granada_Province_of_Granada_Andalucia,Apartamentos_Los_Lobos,0
334,"Bochornoso, lamentable!",1,"0% recomendable, razones aquí:  1. Allanamiento de morada por parte de un ""encargado"" de la piscina y jardines a horas que le apetecía y sin previo aviso. Apagaba y encendía luces del patio a su gusto y se presentaba en medio de la casa sin, avisar violando la intimidad. ¡¡DENUNCIABLE!! 2. Estado viejo de todo el inmueble en general, las fotos engañan. (Focos fundidos, utensilios rotos, productos caducados, etc). 3. Piscina poco cuidada (2 focos fundidos, escasas sillas/sombrillas) y repleta de avispas. NO APTA y menos para niños. 4. Dueña maleducada que llamo para reprochar cosas sin sentido y de malas maneras. 5. 1000€ de alquiler por dos días y la dueña nos quería echar el domingo a las 12 cuando eso no se estableció previo aviso. 6. Al dia siguiente me llama la dueña faltando el respeto y diciendo que se tenía que haber quedado con la fianza 200€, cuando dejamos la casa mejor de lo que estaba!.  De risa, les aconsejo que se queden en casa antes de venir aquí.…",Almeria_Province_of_Almeria_Andalucia,La_Gallineta_de_Gata,0
335,Decepción,2,"Es la tercera vez que nos alojamos en este hotel. Nada mas llegar al check-in la recepcionista me pide que abone la habitación, algo que no me había sucedido en ningún hotel. Teniendo la tarjeta de mi marido no entiendo porque me reclama el pago a mí. Necesita reforma en los baños. El resto de personal agradable.",Huelva_Province_of_Huelva_Andalucia,Exe_Tartessos,0
336,Son unas Estafadoras,1,"Justo hace dos días reservé por booking. Avisé mediante la plataforma y whatsapp que me retrasaría un poco. Ponía  antes de las 9 y llegué a las 9.45min a Huelva. Les avisé una hora antes y les dije de recoger la llave donde fuese necesario. Su respuesta: estoy en pijama y no voy a bajar.  Nos quedamos en la calle,sin alojamiento y habiendo pagado 40 euros y pidiéndole por favor que nos dejaran alojarnos (personas que no tienen ninguna empatía).  Llamo a Booking para que me den solución y me dicen que tienen que anular la reserva para el reembolso... Me intento poner en contacto con la dueña y apagó el móvil, con la trabajadora que hablé anteriormente y poco mas  y se ríe  de mi en toda mi cara. Al final me dice booking que han anulado pero quedándose con los 40 euros de la habitación (sin haberla usado)...esto acabó con denuncia. En fin, unas estafadores de mucho cuidado…",Huelva_Province_of_Huelva_Andalucia,Vivienda_Reina_Victoria,0
337,Deficiente,1,"Es la segunda vez que visitamos este hotel por su buena situación pero cada vez necesita más mantenimiento que creo que no se realiza,  sobre todo en los baños y la insonorización.  Esta vez además he tenido un problema y es que al ir a retirar el coche del parking me he escurrido y he caído en la rampa,  aun no se las consecuencias pues me molesta mucho la pierna y al llegar a recepción lo he comunicado,  para que les avisarán al resto de los usuarios y me he sentado un rato para recuperarme y el señor de recepción se ha marchado a otra cosa y no me ha preguntado ni como me encontraba. Creo que cualquiera merece un poco de atención aunque no sea cliente. ",Jaen_Province_of_Jaen_Andalucia,Hotel_Xauen,0
338,Lo unico bueno es la ubicacion.,2,"El ""mobiliario"" de pena una silla de madera incomodisima. La cama se me volcó porque el somier era de juguete. La limpieza bueno; un hilo del pantalon me acompañó tres dia y estaba en centro de la habitación. Curiosamente el cuarto de baño estaba muy bien y creo que era tan grande como la habitación.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Malaga_Hotel_Eliseos,0
339,Imposible dormir. Ruido de máquinas.,1,La 1:30 de la madrugada. Cuarta planta. Imposible pegar ojo ya que parece que estemos dentro de una nevera. Ruido y zumbido constante. Intuyo que tenemos las máquinas del clima sobre la habitación y no está insonorizada. Súmale que el sensor de fuego tiene dos luces rojas parpadeando constantemente en el techo.,Seville_Province_of_Seville_Andalucia,Hotel_Murillo,0
340,Timadores,1,Nuca recomendaría a nadie quedarse en este alojamiento. La política de cancelación que tienen es vergonzosa y más aún el trato que recibes cuando surge un problema. Reservamos una habitación con ellos a través de una agencia y pagamos un extra de 90 euros por cambiarnos a una habitación de 4. Por problemas de la actual crisis del coronavirus la a nos cancelaron la habitación sin previo aviso ni por parte del hotel. Ayer nos enteramos cuando llegamos al hotel a las 21 h y no nos ofrecieron una solución ni mucho menos nos van a devolver los 90 eu. Son unos sinvergüenzas,Cordoba_Province_of_Cordoba_Andalucia,Casa_De_Los_Faroles,0
341,PARA NO VOLVER ,1,"Desde el momento de la recepción de las llaves fue mal, de primeras te presentan un contrato a firmar que como no te lo leas bien te la colocan. Te dan las llaves y hala a dar vueltas como una peonza pues no están señalizados. Ha sido una estancia de dos noches, y aun habiendo reservado para 4 personas  y pagando como tal (2 adultos y 2 niños). Nos dan un apartamento con 2 camas + un camastro y el cuarto al sofa cama que no podía ser más incomodo. El agua del desagüe del lavabo se salía,  el mobiliario y decoración rozando la cutrez, sin contar con la falta de cubertería para una estancia de 4 personas. Tuvimos que comprar vasos y hasta una bayeta para poder limpiar. Muy mal la verdad. Nos llevamos el buen recuerdo de Córdoba pero del apartamento nulo.",Cordoba_Province_of_Cordoba_Andalucia,Apartamentos_Patios_de_Alcantara,0
342,Pésimo,1,"Me parece increíble y algo sospechoso que la mayoría de las opiniones sean excelentes.  Voy a aportar lo que me ha parecido positivo, la amabilidad del personal y que hay muy poco ruido (todo eso sin tener en cuenta que el aparato del aire sonaba como un tractor arrancado en tu habitación). Lo demás es pésimo, las habitaciones por lo menos la que a mí me tocó súper pequeña, era imposible moverse 2 personas en ella, el baño súper pequeño. La almohada tenía el grosor de un dedo, y el somier era una tabla de madera con cuatro patas de hierro. En la ducha había una columna de masaje qué bien podían haber invertido en otra cosa más importante, por ejemplo en una bombilla para poder ver mientras te duchas. La próxima vez duermo en tienda de campaña pero allí, ya no vuelvo.",Seville_Province_of_Seville_Andalucia,Hostal_Alcobia,0
343,El peor de los bocadillos,1,"No puedo opinar sobre su restaurante, tampoco del hotel, mi opinión solo es por un simple bocadillo. El personal es muy amable en ese aspecto tampoco puedo decir nada malo. En la entrada anuncian, comida para llevar (take-away) y pedí un bocadillo de jamón para llevar. El pan, aparte de pequeño era un chicle blando y de lo peor que nadie puede imaginar, el jamón tampoco estaba bien, aunque no escatimaban en la cantidad. Lo peor de todo es que no se den cuenta que eso no se le puede ofrecer a nadie...por cierto después del primer mordisco, el maldito bocadillo fue directamente a la basura. Mi opinión la he escrito en frio, un día después, estaba demasiado cabreado para escribirla en el momento. ",Cordoba_Province_of_Cordoba_Andalucia,Hotel_Los_Patios,0
344,"Suerte con tu reserva (si es con una oferta), claro.",1,"No hemos llegado a visitar el Hotel, y evidentemente no vamos a hacerlo. Adquirimos un paquete ""Oferta"" a traves de una conocida plataforma que vende Cofres Experiencias variados (Wonderbox). La oferta incluida una noche de hotel una cena y desayuno tipo Buffet, ademas del uso del Spa.  Cuando hemos querido hacer uso de la oferta, pese a ser valida todo el año y haber verificado que en las fechas elegidas habia habitaciones libres, la respuesta del hotel ha sido que en temporada alta (por lo visto lo es hasta Julio y estamos en Febrero) no pueden hacer reservas con ofertas, pues -cito textualmente- ""su alta comisión solo la hace interesante para hoteles en fechas de baja ocupación"" ... Es evidente que este establecimiento aprovecha el gancho de este tipo de plataformas para…",Cordoba_Province_of_Cordoba_Andalucia,Hotel_Oasis_de_Cordoba,0
345,Solo me gusto la ubicación,2,"Lo único que esta bien es la ubicación, 6’ del AVE en 2’ en la plaza de toros y del centro 15’ aproximadamente   La habitación no esta mal pero no tienen cepillo de dientes, bolsa de tela de ropa sucia, el frigorífico da pena al abrirlo y las toallas de piscina creo que las tienes que pagar.",Granada_Province_of_Granada_Andalucia,Allegro_Granada,0
346,LE SOBRA UNA ESTRELLA Y EL CALIFICATIVO BOUTIQUE,2,"Hotel sumamente sencillo, sin áreas confortables donde poder tomar un café y leer un libro. Las habitaciones y rl balo son correctas. A nivel general está limpio. El desayuno es francamente pobre para un 4 estrellas: Mucho almíbar y poca fruta natural. Ausencia de zumos naturales Quesos y charcutería de segunda.  El calificativo ""boutique"" , en hosteleria se suele utilizar para describir un ""hotel con encanto"". En este caso particular no lo hemos sabido encontrar por ninguna parte.  Sumarizando:  Relación calidad-precio bastante alejada de la óptima. Pretencioso para ser un 4 estrellas: 3 sería lo justo. De ""boutique"" ni hablar.  Wste hotel pasa sin pena ni gloria por la hotelería malagueña. ",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Bahia_Malaga,0
347,Muchas cosas por mejorar,2,"Al llegar la chica de la recepción,nos dijo que la primera noche la pasaríamos en una habitación,pero que al día siguiente a las 11 de la mañana nos tendríamos que cambiar a otra porque hubo un error en la reserva,y la solución era pasar una noche en una de las habitaciones y los otros dos días en otra. El albergue esta limpio,y es barato cuesta 15€ por persona en temporada alta y 13€ en temporada baja. Para mi lo malo es que las habitaciones dan a un patio interior donde la gente se sienta,y como las habitaciones no tienen cortina hay poca intimidad. Hay un bar donde sirven desayunos, comidas(en mi opinión es caro)y se puede cenar o tomar algo,tienes que ir a pedir a la barra y no sirven en mesa.",Cabo_de_Gata_Almeria_Province_of_Almeria_Andalucia,Albergue_de_San_Jose,0
348,No llega a dos estrellas,1,"Hemos pasado 3 noches y ya desde el primer día se oía un ruido constante de alguna maquinaria o algo similar que no hemos llegado a saber lo que era. En la web indican botella de agua de bienvenida y ni rastro. La ubicación es buena y el personal muy amable pero cuando alguien de otra habitación decide tirar de la cisterna o darse una ducha a las 12 de la noche, prepárate porque como te cueste coger el sueño....es como si diluviase dentro de tu habitación. En el baño no hay sitio para dejar nada...desde luego he estado en hostales mucho mejores que esto.",Granada_Province_of_Granada_Andalucia,Exe_Triunfo_Granada,0
349,Todo mal,1,"Para empezar hay muy mala insonorizacion en las habitaciones, ruidos a todas horas, no pude dormir bien ni una sola noche. Ademas el colchon y las sabanas eran viejisimos con mal olor, bultos. En el baño hay un olor muy desagradable que nunca pude saber de donde venia. El desayuno es pauperrimo ademas que por la zona hay un monton de bares en los que se puede desayunar bien a buen precio y los camareros bastante desagradables e irrespetuosos. Tambien el aparcamiento es carisimo y muy dificil aparcar cuando literalmente a 50 mentros hay un aparcamiento mucho mas barato y mejor. Todo esto te lo cobran a precio de oro cuando el hotel en mi opinion no merece ni una sola estrella. Yo desde luego no voy a repetir, hay alojamientos mejores en la zona y mas baratos.",Granada_Province_of_Granada_Andalucia,Hotel_M_A_Princesa_Ana,0
350,Sigo aquí pero quiero cambiarme de hotel,2,"El hotel fantástico. Los desayunos  muy buenos pero la recepcionista del lunes 18bde octubre en la mañana  es una grosera que trata mal a los huéspedes. No se qué le pasa pero si pudiera cambiaria hoy mismo de hotel. Está mañana con un tema de la llave me regaña y me hace sentir  mal, como si hubiese tenido yo la culpa que mi llave no funcionará  . Esa actitud de superioridad que no entiendo. Cero actitud de servicio. ",Seville_Province_of_Seville_Andalucia,Hotel_Sevilla_Center,0
351,El peor hotel de Andalucia,1,"Te venden en Booking ( que ya les vale ) otra compañia para no usar mas , una suite, y lo unico que tiene el hotel son habitaciones interiores con in ventanuco inferior  a los de la prision de alhaurin de la torre ,  ademas el personal de recepcion ea muy prepotente y te dice que si no te gusta que te vayas a otro hotel , si quieres hablar con direccion te dicen que van a consultar , y son incapaces de darte una contestacion , vamos lo peor que visite nunca .Esta foto que paso es la ventana que tiene la suite junior , y encima da a un patio de luces interior. No se os ocurra venir por aqui ",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Malaga_Nostrum,0
352,Hotel Pinta. Palos de la Frontera,2,"No me parece bien, calidad precio. Camas cortas, sabanas sin planchar. Daban impresion de estar usadas. Me parecio eso muy feo. La puerta del baño no cerraba y olia a tuberia. No había ascensor y no nos avisaron.la manteleria no daba buena impresion tampoco. Lo que tengo que decir, es que la comida me sorprendio para bien. Estaba muy buena. Trato correcto y familiar y aparcamiento bueno y gratis, justo delante del hotel. En el mismo viaje, pague un 4 estrellas muy cuidado en el centro de Salamanca, mas barato que este, que está todo obsoleto.",Huelva_Province_of_Huelva_Andalucia,Hotel_La_Pinta,0
353,Carísimo 280€ por 2 noches,1,"Hotel céntrico pero sin servicio de parking en zona restringida al tráfico   Zona muy ruidosa y concurrida   Nos dieron una habitación en la cuarta planta, con la ventana rota... sin poder cerrarse, con lo que durante toda la noche no pudimos dormir ( discoteca de moda enfrente del Hotel)   Nos cambiaron de habitación sin ningún problema  Relación calidad - precio muy deficiente, desproporcionada",Granada_Province_of_Granada_Andalucia,Hotel_Abades_Recogidas,0
354,Horroroso.,2,"Hostal cutre a mas no poder. No es nada acogedor. Las habitaciones parecen celdas. Esta ubicado entre medio de dos avenidas donde el trafico de vehículos es continuo. Desde las habitaciones se escucha absolutamente todo, imposible descansar a gusto. Los baños compartidos son pésimos, ya que de la taza del wc a la puerta había unos pocos centímetros que una persona normal tiene dificultades para caber. Fuimos en Octubre y en cuanto empezó a salir el sol el calor de la habitación era inaguantable. No me imagino en pleno verano... Este hostal que es mas bien rollo albergue no tiene un precio equiparado a sus instalaciones. Lo único positivo fue el trato que recibimos en recepción.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,La_Moraga_de_Poniente_Malaga_Hostel,0
355,Quelle déception!,1,"Attention... annonce trompeuse, loin de Grenade, et donnant sur la voie rapide, bruit infernal. Pas de piscine. A évjter. Pas d'internet. Mais surtout tellement mal placé... Restaurant médiocre. Petit déjeuner très très basique. Très cher pour un ""routier""....",Granada_Province_of_Granada_Andalucia,Molino_Candeal_Hotel_Boutique_Apartamentos,0
356,Vaya...,2,"Un hotel que está bien normal, lo que es el en si pero que está ubicado a 2 km del centro(que con el calor que hace parece que son 5 km) caro para donde estaba ubicado,el desayuno encima no estaba incluido en el precio lo que me parece fatal, estuve en hoteles de mucha más categoría en ciudades más importantes por menos con desayuno, Es mejor pagar más y mejor ubicación, las instalaciones y habitación bien, pero así en general mal calidad precio,",Cordoba_Province_of_Cordoba_Andalucia,Hotel_Oasis_de_Cordoba,0
357,Nefasto ,1,"Pues lleganos a las 14:30, nos dan un parking y nos dice q nuestra plaza es la 86. Cuando llegamos a la plaza 86 del garaje resulta que esta ocupada. Tengo que montarme en el coche y subo hasta la planta 1 donde ya había cobertura y llamo al hotel, me dan la plaza 79, bajo a la planta 4 busco la 79 y estoy aparcando cuando viene una mujer y nos dice que a ellos tambien le han dadola 79, total que subo de nuevo a la planta 1 para llamar por telefono al hotel y me dicen que coja otra de las que este libre. Y al final a las 3:15 de la tarde conseguí aparcar teniendo en cuenta que tenia el parking reservado con alteración. Luego llego al hotel y me dicen que mi habitacion es espectacular, con exteriores y unas vistas muy bonitas, y subo y nada de vistas espectaculares, concretamente…",Granada_Province_of_Granada_Andalucia,Hotel_YIT_Alcover,0
358,Inresponsables,1,No aconsejo para nada la estancia en estos apartamentos son muy informales llamamos el día de antes avisando que llegábamos a las 12 con tres niñas pequeñas. El mismo día avisamos media hora antes de la hora que llegaríamos y cuando llegamos el apartamento no estaba listo y nos dijeron que nos diéramos un paseo que nos llamarían en un rato eso fue a las 12 pues a las 15.30 estamos esperando ..... En fin la última vez,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Pinar_Apartments,0
359,No recomendable,1,"Hay muchísimo ruido en las habitaciones: duchas, pasillos, otras habitaciones.... Se oye absolutamente todo. No lo recomiendo para nada. Al final lo barato sale caro. Está muy céntrico pero la próxima vez me gasto un poco más y al menos no estoy en una comuna hippie.",Cordoba_Province_of_Cordoba_Andalucia,Hotel_Riviera,0
360,LLEVA TAPONES,1,"Son las 6:00 a.m. y llevo despierto 15 minutos por la conversación de la habitación de al lado. Se escucha todo perfectamente. Insonorización pésima, así que, reza para que te toquen unos ""vecinos"" educados, o no descansarás.",Jaen_Province_of_Jaen_Andalucia,Hotel_Infanta_Cristina,0
361,"Lugar con buenas vistas, pero el trato del personal fatal",2,"Hemos venido al Ático por recomendación de un restaurante. Estamos acostumbrados sobre todo en verano, a terrazas así en Barcelona, Paris, Londres. El lugar no está mal pero ya solo para entrar nos han puesto problemas. El camarero nos ha dicho que estábamos en el mejor sitio de Almería, hemos pedido copas y vino y hemos  debido pedir que nos pusieran mas vino porque no llegaba ni a 5cl, hemos debido reclamar esto en el lugar más chic de Almería.  En resumen gente muy joven con falta de educación, guapísimos, pero sin ninguna experiencia de trato con el cliente, profesionalidad 0. Si pretenden ser el mejor sitio de Almería para tomar una copa están muy lejos!!",Almeria_Province_of_Almeria_Andalucia,Hoteles_HO,0
362,Pension deficiente,2,Buena atencion y trato del  personal de la pension. El establecimiento mal poca limpieza habitaciones con poca ventilacion y baño en pasillo. Complicado pagar con tarjeta y no te dan factura. Lejos del centro de malaga solo es bueno si vas a la feria o al palacio de congresos.,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Barlovento,0
363,Viejuno,2,Apariencia general antigua. En el pasillo y la habitacion olia a cerrado y viejo. Las paredes de la habitacion necesitan una mano de pintura ( hay bastantes desconchones). El baño está reformado y es bastante aceptable. El desayuno suficiente.  Aparcar en las inmediaciones es muy difícil. ,Huelva_Province_of_Huelva_Andalucia,Hotel_Sercotel_Familia_Conde,0
364,Trato nefasto,1,"Viajé a Sevilla por relajarnos con mi madre y disfrutar de una ciudad preciosa y queríamos algo céntrico y bonito, pero desde luego que ls fotos no se corresponden con lo que te encuentras al llegar. La primera impresión fue la peor ya que el recepcionista ( Habían dos, un jovencito muy amable que nos pidió los datos y el Señor, el que nos dio el mal trato, que imagino sería el encargado) de la mañana( Aclaro porque por la tarde hay diferentes personas y este señor estaba siempre por la mañana) nos dio un trato pésimo, muy maleducado que nos ofendió tanto a mi madre como a mi hablándonos con un tono alto y tanto así que se quito la mascarilla porque decía que no le entendíamos, muy maleducado. Todo fue por un problema que ellos mismo tuvieron, ya que nosotras cogimos el vuelo…",Seville_Province_of_Seville_Andalucia,Hotel_Don_Paco,0
365,"De lo malo, lo peor",1,"Horrible. Mala ubicación. Limpieza escasa. El somier de la cama roto.  Tuvimos que pedir hasta en tes ocasiones que nos dieran una toalla para el baño. Te ofrecen parking gratuito, pero cuando vas a aparcar, no hay sitio. No ofrezcan un servicio que no dan. ",Palos_de_la_Frontera_Province_of_Huelva_Andalucia,Hostal_La_Nina,0
366,alojamiento en albergue inturjoven cordoba,2,"abitaciones  enanas (edificio 1) y extragrandes EDIFICIO 2 (demasiada diferencia de tamaño) comida repetitiva con poca o nula variedad (Desayunos, comidas y cenas) duchas inaccesibles (taaño y adaptabilidad)h",Cordoba_Province_of_Cordoba_Andalucia,Cordoba_Inturjoven_Youth_Hostel,0
367,FATAL,1,"No llevar ni 24 horas y tenerte que marchar..sábanas sucias, la tele no funciona, la habitación sucia. Es una pena por el sitio en el que se encuentra situado,  ya que es muy buena zona. Hace muchísima calor en las habitaciones, no entra el aire debido a tener muros delantes, de otras viviendas. No tienen aire acondicionado,  ponen un ventilador.  Las habitaciones tienen húmedad, y huelen mal la verdad.. El trato de los empleados es bueno, menos el de ""la Dueña""... Es un poco seco y vacilón....  Yo no lo recomiendo es una manera tonta de tirar dinero a la calle... Y más en los tiempos en los que estamos. No lo aconsejo. Las imágenes de Internet con respecto a las que son dejan mucho de desear. Venir con la Familia y encontrarte las habitaciones abiertas, por que los demás…",Huelva_Province_of_Huelva_Andalucia,El_Alamo_Hostel,0
368,Cuidado con tu visa,1,"Me aloje el 13 de mayo y he tenido que denunciar a esta pensión ante consumo.   La habitación era doble con baño compartido. El ruido y los olores entran en la habitación como si estuviesen dentro. El baño compartido sucio y sin papel higiénico a las 10 de la mañana, nadie lo revisa ni lo atiende. A mí salida hice un comentario negativo en booking y horror!!! El maleducado del responsable tuvo la desfachatez de ponerme por escrito que si el baño estaba sucio era porque los clientes eran guarros Su venganza a mi opinión .. Un cargo de 30€ en mi visa que no he autorizado, según él para limpieza de la habitación por haber fumado ..... Dios el olor del tabaco que pasa por la calle entra en la habitación y en ningún caso puedes aplicar un cargo si no lo tienes en las condiciones de…",Seville_Province_of_Seville_Andalucia,Pension_Las_Setas,0
369,Xaouen,1,"La habitación helada cuando llegamos ,olor a humedad por todos lados las camas con una manta viejisima solamente en el mes de enero, el desayuno malísimo, el internet sin acceso o malísimo, relacion calidad precio excesivo",Jaen_Province_of_Jaen_Andalucia,Hotel_Xauen,0
370,"Evitarlo, sobre todo para ocasiones especiales.",1,"Nuestra experiencia fue nefasta, fuimos por una ocasión especial y no salió nada bien. La habitación (una suite) con una ubicación espectacular en una planta alta donde se ve toda la ciudad. Pero sin mantenimiento(ver fotos). Durante la primera noche ruido debido a los equipos de aire acondicionado, que transmiten el ruido por los conducto, pero de todas formas anecdotico. A la mañana siguiente fuimos a desayunar y aunque presumen se medidas covid no se cumplen, no se mantiene la distancia de seguridad, nadie dirige a los clientes para que se cumplan, el personal perdido, corriendo mucho, eso sí, pero no sabían donde atender. Durante el desayuno te sirven el café (en mi caso sólo) pero no te traen ni el azucarillo, ni la cucharilla, al final tomas el café frío. Luego te levantas…",Seville_Province_of_Seville_Andalucia,Eurostars_Torre_Sevilla,0
